image_id,label,prediction,cultivar_int,target_int,blast,brown,healthy
id_4q1gs6sy07.jpg,brown,brown,1,tensor(1),3.432129e-08,0.99999976,1.5623962e-07
id_4z2qz5kpc5.jpg,blast,blast,0,tensor(0),0.9999988,2.668125e-07,8.9909605e-07
id_6tdb6lh6s2.jpg,healthy,healthy,2,tensor(2),1.2289128e-06,4.637868e-06,0.99999416
id_8vycxhour1.jpg,blast,blast,0,tensor(0),0.99999654,2.6737328e-06,8.0909655e-07
id_9k404fovn6.jpg,blast,blast,0,tensor(0),0.9999999,1.7361836e-07,9.9103366e-09
id_cai4ccm9qm.jpg,healthy,healthy,2,tensor(2),3.0115342e-07,2.0704132e-05,0.9999789
id_cnrsapsn4r.jpg,blast,blast,0,tensor(0),0.99995375,7.0992987e-06,3.9135393e-05
id_e6g06ljtvo.jpg,blast,blast,0,tensor(0),1.0,2.2596547e-08,3.094158e-09
id_hby112x30r.jpg,brown,brown,1,tensor(1),8.96673e-12,1.0,1.7556005e-11
id_hxlv5dbqr3.jpg,blast,blast,0,tensor(0),0.9758114,0.024179751,8.895595e-06
id_l8jvsffubc.jpg,brown,brown,1,tensor(1),2.1432607e-09,0.99999976,2.8071176e-07
id_n6kamyepd6.jpg,blast,blast,0,tensor(0),1.0,9.2903474e-10,1.1273835e-08
id_o0a6z7zk0v.jpg,brown,brown,1,tensor(1),1.7768038e-05,0.99939096,0.0005912766
id_ow3feu1faq.jpg,healthy,healthy,2,tensor(2),1.4339466e-06,6.1552936e-07,0.999998
id_pgtkifwblr.jpg,brown,brown,1,tensor(1),4.7350793e-11,1.0,9.967087e-10
id_qt7aild345.jpg,healthy,healthy,2,tensor(2),2.6314744e-08,1.2411496e-05,0.9999876
id_tdgabqxs74.jpg,brown,brown,1,tensor(1),6.358364e-12,1.0,3.1608816e-10
id_tuu669mxyd.jpg,healthy,healthy,2,tensor(2),1.099283e-07,1.8481579e-07,0.99999964
id_vxpjy22it8.jpg,healthy,healthy,2,tensor(2),4.3227337e-06,5.5404966e-05,0.9999403
id_wjh0t95vys.jpg,brown,brown,1,tensor(1),4.4830833e-11,1.0,6.129478e-09
id_xdfitwp6xj.jpg,blast,blast,0,tensor(0),0.9999857,1.4091536e-05,2.0139795e-07
