image_id,label,prediction,cultivar_int,target_int,blast,brown,healthy
id_4q1gs6sy07.jpg,brown,brown,1,tensor(1),0.00067382003,0.9885346,0.010791593
id_4z2qz5kpc5.jpg,blast,blast,0,tensor(0),0.8745466,0.00056550023,0.124887906
id_6tdb6lh6s2.jpg,healthy,healthy,2,tensor(2),0.00041526192,0.018428136,0.9811567
id_8vycxhour1.jpg,blast,blast,0,tensor(0),0.99806625,0.0015226743,0.00041102467
id_9k404fovn6.jpg,blast,blast,0,tensor(0),0.9997762,0.00012459296,9.933417e-05
id_cai4ccm9qm.jpg,healthy,healthy,2,tensor(2),0.00050688186,0.0027361666,0.996757
id_cnrsapsn4r.jpg,blast,blast,0,tensor(0),0.973328,0.0046732454,0.021998787
id_e6g06ljtvo.jpg,blast,blast,0,tensor(0),0.999315,0.0003167726,0.00036818124
id_hby112x30r.jpg,brown,brown,1,tensor(1),0.00043539773,0.9990312,0.0005334604
id_hxlv5dbqr3.jpg,blast,blast,0,tensor(0),0.9978021,0.0006949078,0.0015030679
id_l8jvsffubc.jpg,brown,brown,1,tensor(1),0.0010180946,0.9549728,0.044009127
id_n6kamyepd6.jpg,blast,blast,0,tensor(0),0.9998078,0.00011081876,8.139406e-05
id_o0a6z7zk0v.jpg,brown,brown,1,tensor(1),0.11463864,0.53293854,0.3524229
id_ow3feu1faq.jpg,healthy,healthy,2,tensor(2),0.015378393,0.04611359,0.93850803
id_pgtkifwblr.jpg,brown,brown,1,tensor(1),0.0012997328,0.99504083,0.003659458
id_qt7aild345.jpg,healthy,healthy,2,tensor(2),0.00050562224,0.0013230619,0.9981713
id_tdgabqxs74.jpg,brown,brown,1,tensor(1),0.00010833375,0.9947201,0.00517161
id_tuu669mxyd.jpg,healthy,healthy,2,tensor(2),0.0010878359,0.0021591985,0.9967529
id_vxpjy22it8.jpg,healthy,healthy,2,tensor(2),0.00037077692,0.003048894,0.9965803
id_wjh0t95vys.jpg,brown,brown,1,tensor(1),0.00014366172,0.99960715,0.00024919672
id_xdfitwp6xj.jpg,blast,blast,0,tensor(0),0.9965868,0.0017465749,0.0016665934
id_zfg9klnjyj.jpg,blast,blast,0,tensor(0),0.99960166,0.00021210981,0.00018627448
id_0vimpnch2v.jpg,blast,blast,0,tensor(0),0.99790776,0.0008014825,0.0012908106
id_3wml4i46tf.jpg,brown,brown,1,tensor(1),0.003035541,0.9965856,0.000378831
id_6tprdftyo5.jpg,brown,brown,1,tensor(1),0.07393689,0.92570496,0.00035812755
id_7pofni83fb.jpg,brown,brown,1,tensor(1),0.0021538616,0.9962329,0.0016131678
id_9bcl3l5lag.jpg,brown,brown,1,tensor(1),0.0023475427,0.99737513,0.00027737828
id_ck3zp1hit1.jpg,blast,blast,0,tensor(0),0.98595965,0.011941759,0.002098603
id_cxbmatvbr7.jpg,blast,blast,0,tensor(0),0.97694993,0.016694838,0.0063552377
id_dws2z5grzy.jpg,blast,blast,0,tensor(0),0.99908733,0.00040665158,0.0005060861
id_e0o0betvmq.jpg,blast,blast,0,tensor(0),0.99625456,0.0019649905,0.0017804295
id_egeejqmrrm.jpg,brown,brown,1,tensor(1),0.00076771394,0.9484247,0.050807536
id_fi2hvuy4d7.jpg,brown,brown,1,tensor(1),0.00010491398,0.9997397,0.00015535596
