image_id,label,prediction,cultivar_int,target_int,blast,brown,healthy
id_4q1gs6sy07.jpg,brown,brown,1,tensor(1),0.0026591797,0.9941081,0.0032327403
id_4z2qz5kpc5.jpg,blast,blast,0,tensor(0),0.983256,0.00018575082,0.016558262
id_6tdb6lh6s2.jpg,healthy,healthy,2,tensor(2),0.000120713805,0.002432903,0.9974464
id_8vycxhour1.jpg,blast,blast,0,tensor(0),0.9993892,0.00055112963,5.9640613e-05
id_9k404fovn6.jpg,blast,blast,0,tensor(0),0.9999558,2.3690545e-05,2.0462454e-05
id_cai4ccm9qm.jpg,healthy,healthy,2,tensor(2),0.00031808554,0.00013734233,0.99954444
id_cnrsapsn4r.jpg,blast,blast,0,tensor(0),0.9943944,0.0009246547,0.004680904
id_e6g06ljtvo.jpg,blast,blast,0,tensor(0),0.9998715,8.93996e-05,3.913215e-05
id_hby112x30r.jpg,brown,brown,1,tensor(1),0.00028237634,0.99960536,0.00011232155
id_hxlv5dbqr3.jpg,blast,blast,0,tensor(0),0.9998288,0.0001298164,4.133005e-05
id_l8jvsffubc.jpg,brown,brown,1,tensor(1),0.0005189292,0.98712164,0.012359466
id_n6kamyepd6.jpg,blast,blast,0,tensor(0),0.99994004,2.6583593e-05,3.3343294e-05
id_o0a6z7zk0v.jpg,brown,brown,1,tensor(1),0.12731977,0.62181294,0.25086737
id_ow3feu1faq.jpg,healthy,healthy,2,tensor(2),0.01151005,0.010398463,0.97809154
id_pgtkifwblr.jpg,brown,brown,1,tensor(1),0.00058399054,0.9977361,0.0016799603
id_qt7aild345.jpg,healthy,healthy,2,tensor(2),0.00030881402,0.0004312654,0.99926
id_tdgabqxs74.jpg,brown,brown,1,tensor(1),2.4564804e-05,0.99908555,0.0008899435
id_tuu669mxyd.jpg,healthy,healthy,2,tensor(2),0.00029466537,0.00046903818,0.9992362
id_vxpjy22it8.jpg,healthy,healthy,2,tensor(2),0.00013150091,0.00081742794,0.99905103
